LOGINMANAGER, TRACE | 11:41:01, 3.83 : Login Scene Starting....
DOWNLOADUTILITY, DEBUG | 11:43:04, 120.94 : Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, TRACE | 11:43:06, 123.06 : Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, TRACE | 11:43:06, 123.06 : Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, DEBUG | 11:43:06, 123.06 : Number of entries to extract: 26
DOWNLOADUTILITY, DEBUG | 11:43:06, 123.06 : Extracting file: basketball.wav
DOWNLOADUTILITY, DEBUG | 11:43:06, 123.06 : Extracting file: bigearthmoon.wav
DOWNLOADUTILITY, DEBUG | 11:43:06, 123.06 : Extracting file: Grab.wav
DOWNLOADUTILITY, DEBUG | 11:43:06, 123.06 : Extracting file: introduction.wav
DOWNLOADUTILITY, DEBUG | 11:43:06, 123.06 : Extracting file: labintro.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: newfinalie.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: not_in_order1.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: not_in_order2.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: not_in_order3.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: Release.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: seeing the moon.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: sorting_instructions.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: sort-nicejob.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: startbasketball.mp3
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: startsim.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: Test55.mp3
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY, DEBUG | 11:43:07, 123.06 : Extracting file: demo10.json
DOWNLOADUTILITY, DEBUG | 11:43:08, 123.06 : Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY, DEBUG | 11:43:08, 123.06 : Extracting file: 2k_moon.jpg
DOWNLOADUTILITY, DEBUG | 11:43:08, 123.06 : Extracting file: 2k_sun.jpg
DOWNLOADUTILITY, DEBUG | 11:43:08, 123.06 : Extracting file: balldimpled.png
MEDIACATALOGUE, TRACE | 11:43:08, 123.06 : Started Initializing Media Catlogue, 22 resources to load
MEDIACATALOGUE, TRACE | 11:43:08, 123.06 : Started loading file: basketball.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.41 : Started loading file: bigearthmoon.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.44 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.46 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.47 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.49 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.51 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.52 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.54 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.56 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.57 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.61 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.64 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.66 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 11:43:08, 123.68 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.76 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 11:43:08, 123.78 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 11:43:13, 123.86 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 11:43:13, 124.21 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 11:43:14, 124.46 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 11:43:14, 124.73 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 11:43:14, 125.01 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 11:43:14, 125.06 : Initializing Lab Manager
LABMANAGER, TRACE | 11:43:14, 125.06 : Initializing lab
LIGHTINGCONTROL, TRACE | 11:43:14, 125.06 : Save lights called
LIGHTINGCONTROL, TRACE | 11:43:14, 125.06 : Setting lights to be sunlight
BRIDGE, TRACE | 11:43:14, 125.06 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 11:43:14, 125.06 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:14, 125.06 : Adding components: 
BRIDGE, TRACE | 11:43:14, 125.06 : Mesh bounding box: Center: (-30.2, -0.1, 25.4), Extents: (3.5, 2.5, 3.5)
BRIDGE, TRACE | 11:43:14, 125.06 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 11:43:15, 125.06 : Mesh bounding box: Center: (0.2, -0.1, 0.9), Extents: (0.1, 0.0, 0.1)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 11:43:15, 125.06 : Mesh bounding box: Center: (2.0, -0.1, -0.7), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 11:43:15, 125.06 : Moving to clip clip1
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:43:15, 125.06 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:43:15, 125.06 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:45:18, 247.37 : Moving to clip clip2
BRIDGE, TRACE | 11:45:18, 247.37 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:45:18, 247.37 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:18, 247.37 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.2, 0.0, 0.2)
BRIDGE, TRACE | 11:45:18, 247.37 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 11:45:18, 247.37 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:18, 247.37 : Mesh bounding box: Center: (0.2, -0.3, 0.9), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 11:45:18, 247.37 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:45:18, 247.37 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:18, 247.37 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:45:18, 247.37 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:18, 247.37 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:45:18, 247.37 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:45:38, 267.31 : Moving to clip clip3
BRIDGE, TRACE | 11:45:38, 267.31 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:45:38, 267.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:38, 267.31 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.2, 0.0, 0.2)
BRIDGE, TRACE | 11:45:38, 267.31 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 11:45:38, 267.31 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:39, 267.31 : Mesh bounding box: Center: (-0.2, -0.2, -1.5), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 11:45:39, 267.31 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:45:39, 267.31 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:39, 267.31 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:45:39, 267.31 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:39, 267.31 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:45:39, 267.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:45:53, 281.98 : Moving to clip clip4
BRIDGE, TRACE | 11:45:53, 281.98 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:45:53, 281.98 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:53, 281.98 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.3, 0.0, 0.3)
BRIDGE, TRACE | 11:45:53, 281.98 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 11:45:54, 281.98 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:54, 281.98 : Mesh bounding box: Center: (1.7, -0.1, 0.8), Extents: (0.5, 0.1, 0.0)
BRIDGE, TRACE | 11:45:54, 281.98 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:45:54, 281.98 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:54, 281.98 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:45:54, 281.98 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:54, 281.98 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:45:54, 281.98 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:46:13, 301.3 : Moving to clip clip5
BRIDGE, TRACE | 11:46:13, 301.3 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:46:13, 301.3 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:46:13, 301.3 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.3, 0.0, 0.3)
BRIDGE, TRACE | 11:46:13, 301.3 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:46:13, 301.3 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:46:13, 301.3 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:46:13, 301.3 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:46:13, 301.3 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:46:13, 301.3 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:47:20, 368.31 : Moving to clip clip4
BRIDGE, TRACE | 11:47:20, 368.31 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:47:20, 368.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:20, 368.31 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.4, 0.0, 0.3)
BRIDGE, TRACE | 11:47:21, 368.31 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 11:47:21, 368.31 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:21, 368.31 : Mesh bounding box: Center: (-1.3, -0.1, 0.6), Extents: (0.5, 0.1, 0.1)
BRIDGE, TRACE | 11:47:21, 368.31 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:47:21, 368.31 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:21, 368.31 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:47:21, 368.31 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:21, 368.31 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:47:21, 368.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:47:23, 370.54 : Moving to clip clip3
BRIDGE, TRACE | 11:47:23, 370.54 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:47:23, 370.54 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:23, 370.54 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.3, 0.0, 0.3)
BRIDGE, TRACE | 11:47:23, 370.54 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 11:47:23, 370.54 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:23, 370.54 : Mesh bounding box: Center: (-2.0, -0.2, -0.2), Extents: (0.0, 0.0, 0.1)
BRIDGE, TRACE | 11:47:23, 370.54 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:47:23, 370.54 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:23, 370.54 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:47:23, 370.54 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:23, 370.54 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:47:23, 370.54 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:47:25, 371.99 : Moving to clip clip2
BRIDGE, TRACE | 11:47:25, 371.99 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:47:25, 371.99 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:25, 371.99 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.3, 0.0, 0.3)
BRIDGE, TRACE | 11:47:25, 371.99 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 11:47:25, 371.99 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:25, 371.99 : Mesh bounding box: Center: (0.2, -0.3, 0.9), Extents: (0.0, 0.0, 0.2)
BRIDGE, TRACE | 11:47:25, 371.99 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:47:25, 371.99 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:25, 371.99 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:47:25, 371.99 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:25, 371.99 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:47:25, 371.99 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:47:27, 373.87 : Moving to clip clip1
BRIDGE, TRACE | 11:47:27, 373.87 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:47:27, 373.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:27, 373.87 : Mesh bounding box: Center: (0.8, 0.5, 1.6), Extents: (0.2, 0.0, 0.2)
BRIDGE, TRACE | 11:47:27, 373.87 : Creating object: MainInstructions, type: 
