LOGINMANAGER, TRACE | 10:46:01, 3.84 : Login Scene Starting....
DOWNLOADUTILITY, DEBUG | 10:48:45, 160.91 : Extracting file: startsim.wav
DOWNLOADUTILITY, DEBUG | 10:48:45, 160.91 : Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY, DEBUG | 10:48:45, 160.91 : Extracting file: Test55.mp3
DOWNLOADUTILITY, DEBUG | 10:48:46, 160.91 : Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY, DEBUG | 10:48:46, 160.91 : Extracting file: demo10.json
DOWNLOADUTILITY, DEBUG | 10:48:46, 160.91 : Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY, DEBUG | 10:48:46, 160.91 : Extracting file: 2k_moon.jpg
DOWNLOADUTILITY, DEBUG | 10:48:46, 160.91 : Extracting file: 2k_sun.jpg
DOWNLOADUTILITY, DEBUG | 10:48:46, 160.91 : Extracting file: balldimpled.png
MEDIACATALOGUE, TRACE | 10:48:46, 160.91 : Started Initializing Media Catlogue, 22 resources to load
MEDIACATALOGUE, TRACE | 10:48:46, 160.91 : Started loading file: basketball.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.24 : Started loading file: bigearthmoon.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.28 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.3 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.31 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.33 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.35 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.36 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.38 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.4 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.41 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.45 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.48 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 10:48:46, 161.5 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 10:48:47, 161.52 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 10:48:47, 161.6 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 10:48:47, 161.62 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 10:48:52, 161.7 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 10:48:52, 162.05 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 10:48:52, 162.29 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 10:48:52, 162.56 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 10:48:53, 162.82 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 10:48:53, 162.87 : Initializing Lab Manager
LABMANAGER, TRACE | 10:48:53, 162.87 : Initializing lab
LIGHTINGCONTROL, TRACE | 10:48:53, 162.87 : Save lights called
LIGHTINGCONTROL, TRACE | 10:48:53, 162.87 : Setting lights to be sunlight
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Adding components: 
BRIDGE, TRACE | 10:48:53, 162.87 : Mesh bounding box: Center: (-38.8, -0.2, -3.2), Extents: (2.7, 2.5, 2.7)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 10:48:53, 162.87 : Mesh bounding box: Center: (0.0, -0.2, 1.3), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 10:48:53, 162.87 : Mesh bounding box: Center: (2.4, -0.2, 1.5), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:53, 162.87 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:53, 162.87 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:53, 162.87 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 10:48:54, 162.87 : Moving to clip clip1
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:54, 162.87 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:48:54, 162.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:50:50, 278.86 : Moving to clip clip2
BRIDGE, TRACE | 10:50:50, 278.86 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:50:50, 278.86 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:50, 278.86 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:50:50, 278.86 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 10:50:50, 278.86 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:50, 278.86 : Mesh bounding box: Center: (0.0, -0.4, 1.3), Extents: (0.1, 0.0, 0.2)
BRIDGE, TRACE | 10:50:50, 278.86 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:50:50, 278.86 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:51, 278.86 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:50:51, 278.86 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:51, 278.86 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:50:51, 278.86 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:51:18, 306.77 : Moving to clip clip3
BRIDGE, TRACE | 10:51:18, 306.77 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:51:19, 306.77 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:19, 306.77 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:51:19, 306.77 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 10:51:19, 306.77 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:19, 306.77 : Mesh bounding box: Center: (-2.3, -0.3, 0.4), Extents: (0.0, 0.0, 0.1)
BRIDGE, TRACE | 10:51:19, 306.77 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:51:19, 306.77 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:19, 306.77 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:51:19, 306.77 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:19, 306.77 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:51:19, 306.77 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:51:59, 346.53 : Moving to clip clip4
BRIDGE, TRACE | 10:51:59, 346.53 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:51:59, 346.53 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:59, 346.53 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 10:51:59, 346.53 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 10:51:59, 346.53 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:59, 346.53 : Mesh bounding box: Center: (-0.2, -0.2, 2.8), Extents: (0.1, 0.1, 0.5)
BRIDGE, TRACE | 10:51:59, 346.53 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:51:59, 346.53 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:59, 346.53 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:51:59, 346.53 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:59, 346.53 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:51:59, 346.53 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:52:39, 386.56 : Moving to clip clip5
BRIDGE, TRACE | 10:52:39, 386.56 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:52:39, 386.56 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:39, 386.56 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 10:52:39, 386.56 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:52:39, 386.56 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:39, 386.56 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:52:39, 386.56 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:39, 386.56 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:52:39, 386.56 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:52:58, 405.27 : Moving to clip clip6
BRIDGE, TRACE | 10:52:58, 405.27 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:52:58, 405.27 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:58, 405.27 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 10:52:58, 405.27 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:52:58, 405.27 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:58, 405.27 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:52:58, 405.27 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:58, 405.27 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:52:58, 405.27 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:53:53, 459.41 : Moving to clip clip7
BRIDGE, TRACE | 10:53:53, 459.41 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:53:53, 459.41 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:53, 459.41 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 10:53:53, 459.41 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:53:53, 459.41 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:53, 459.41 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:53:53, 459.41 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:53, 459.41 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:53:53, 459.41 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:54:13, 479.56 : Moving to clip clip8
BRIDGE, TRACE | 10:54:13, 479.56 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:54:13, 479.56 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:13, 479.56 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 10:54:13, 479.56 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:54:13, 479.56 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:13, 479.56 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:54:13, 479.56 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:13, 479.56 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:54:13, 479.56 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:54:36, 502.7 : Moving to clip clip9
BRIDGE, TRACE | 10:54:36, 502.7 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:54:37, 502.7 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:37, 502.7 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 10:54:37, 502.7 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:54:37, 502.7 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:37, 502.7 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:54:37, 502.7 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:37, 502.7 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:54:37, 502.7 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:55:22, 547.34 : Moving to clip clip10
BRIDGE, TRACE | 10:55:22, 547.34 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:55:22, 547.34 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:55:22, 547.34 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 10:55:22, 547.34 : Creating object: brbPreviousClip, type: 
