LOGINMANAGER, TRACE | 10:46:10, 3.83 : Login Scene Starting....
LOGINMANAGER, POINTER VISIBILITY | 10:46:50, 38.88 : True
LOGINMANAGER, TRACE | 10:47:33, 82.47 : Pin Entered
LOGINMANAGER, TRACE | 10:47:33, 82.47 : Started Authenticating pin
AUTHENTICATE, TRACE | 10:47:33, 82.47 : Attempting to authenticate pin: 000001
AUTHENTICATE, TRACE | 10:47:33, 82.47 : Attempting to authenticate pin: 000001
AUTHENTICATE, TRACE | 10:47:34, 82.47 : Attempting to authenticate pin: 000001


Log file for student: User_1,  M00000001.
Current Time: 07/05/2022 10:47:34
LOGINMANAGER, TRACE | 10:47:34, 82.47 : Student authenticated: User 1, M00000001
LOGINMANAGER, TRACE | 10:47:34, 82.47 : Started lab selection
LOGINMANAGER, TRACE | 10:47:34, 82.47 : Generating lab selection buttons
LOGINMANAGER, TRACE | 10:48:38, 146.98 : Lab Selected: 1, Moon Lab
LOGINMANAGER, TRACE | 10:48:38, 146.98 : Started lab Initiaion
DOWNLOADUTILITY, TRACE | 10:48:38, 146.98 : Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY, DEBUG | 10:48:38, 146.98 : Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, TRACE | 10:48:42, 151.31 : Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, TRACE | 10:48:42, 151.31 : Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, DEBUG | 10:48:42, 151.31 : Number of entries to extract: 26
DOWNLOADUTILITY, DEBUG | 10:48:42, 151.31 : Extracting file: basketball.wav
DOWNLOADUTILITY, DEBUG | 10:48:42, 151.31 : Extracting file: bigearthmoon.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: Grab.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: introduction.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: labintro.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: newfinalie.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: not_in_order1.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: not_in_order2.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: not_in_order3.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: Release.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: seeing the moon.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: sorting_instructions.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: sort-nicejob.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: startbasketball.mp3
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: startsim.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY, DEBUG | 10:48:43, 151.31 : Extracting file: Test55.mp3
DOWNLOADUTILITY, DEBUG | 10:48:44, 151.31 : Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY, DEBUG | 10:48:44, 151.31 : Extracting file: demo10.json
DOWNLOADUTILITY, DEBUG | 10:48:44, 151.31 : Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY, DEBUG | 10:48:44, 151.31 : Extracting file: 2k_moon.jpg
DOWNLOADUTILITY, DEBUG | 10:48:44, 151.31 : Extracting file: 2k_sun.jpg
DOWNLOADUTILITY, DEBUG | 10:48:44, 151.31 : Extracting file: balldimpled.png
MEDIACATALOGUE, TRACE | 10:48:44, 151.31 : Started Initializing Media Catlogue, 22 resources to load
MEDIACATALOGUE, TRACE | 10:48:44, 151.31 : Started loading file: basketball.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.66 : Started loading file: bigearthmoon.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.69 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.71 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.72 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.74 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.76 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.77 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.79 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.81 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.82 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.86 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.9 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 10:48:44, 151.91 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 10:48:44, 151.93 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 10:48:44, 152.01 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 10:48:44, 152.03 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 10:48:50, 152.11 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 10:48:50, 152.46 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 10:48:50, 152.71 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 10:48:50, 152.98 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 10:48:50, 153.26 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 10:48:50, 153.31 : Initializing Lab Manager
LABMANAGER, TRACE | 10:48:50, 153.31 : Initializing lab
LIGHTINGCONTROL, TRACE | 10:48:50, 153.31 : Save lights called
LIGHTINGCONTROL, TRACE | 10:48:51, 153.31 : Setting lights to be sunlight
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Adding components: 
BRIDGE, TRACE | 10:48:51, 153.31 : Mesh bounding box: Center: (-38.8, -0.2, 3.7), Extents: (2.7, 2.5, 2.7)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 10:48:51, 153.31 : Mesh bounding box: Center: (0.2, -0.2, 1.4), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 10:48:51, 153.31 : Mesh bounding box: Center: (2.6, -0.2, 1.2), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 10:48:51, 153.31 : Moving to clip clip1
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:48:51, 153.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:51, 153.31 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:48:52, 153.31 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:52, 153.31 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:48:52, 153.31 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:49:38, 199.92 : Moving to clip clip2
BRIDGE, TRACE | 10:49:38, 199.92 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:49:38, 199.92 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:39, 199.92 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:49:39, 199.92 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 10:49:39, 199.92 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:39, 199.92 : Mesh bounding box: Center: (0.2, -0.4, 1.4), Extents: (0.1, 0.0, 0.2)
BRIDGE, TRACE | 10:49:39, 199.92 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:49:39, 199.92 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:39, 199.92 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:49:39, 199.92 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:39, 199.92 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:49:39, 199.92 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:50:18, 238.82 : Moving to clip clip1
BRIDGE, TRACE | 10:50:18, 238.82 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:50:18, 238.82 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:18, 238.82 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:50:18, 238.82 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 10:50:18, 238.82 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:18, 238.82 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:50:18, 238.82 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:18, 238.82 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:50:18, 238.82 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:18, 238.82 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:50:18, 238.82 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:50:35, 256.27 : Moving to clip clip2
BRIDGE, TRACE | 10:50:35, 256.27 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:50:35, 256.27 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:36, 256.27 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:50:36, 256.27 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 10:50:36, 256.27 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:36, 256.27 : Mesh bounding box: Center: (0.2, -0.4, 1.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:50:36, 256.27 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:50:36, 256.27 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:36, 256.27 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:50:36, 256.27 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:36, 256.27 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:50:36, 256.27 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:50:59, 279.14 : Moving to clip clip3
BRIDGE, TRACE | 10:50:59, 279.14 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:50:59, 279.14 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:59, 279.14 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:50:59, 279.14 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 10:50:59, 279.14 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:59, 279.14 : Mesh bounding box: Center: (2.5, -0.3, 2.0), Extents: (0.0, 0.0, 0.1)
BRIDGE, TRACE | 10:50:59, 279.14 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:50:59, 279.14 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:59, 279.14 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:50:59, 279.14 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:59, 279.14 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:50:59, 279.14 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:51:21, 301.62 : Moving to clip clip4
BRIDGE, TRACE | 10:51:21, 301.62 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:51:22, 301.62 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:22, 301.62 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 10:51:22, 301.62 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 10:51:22, 301.62 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:22, 301.62 : Mesh bounding box: Center: (-1.2, -0.2, 2.0), Extents: (0.4, 0.1, 0.2)
BRIDGE, TRACE | 10:51:22, 301.62 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:51:22, 301.62 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:22, 301.62 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:51:22, 301.62 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:22, 301.62 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:51:22, 301.62 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:52:04, 343.55 : Moving to clip clip5
BRIDGE, TRACE | 10:52:04, 343.55 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:52:04, 343.55 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:04, 343.55 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 10:52:04, 343.55 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:52:04, 343.55 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:04, 343.55 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:52:04, 343.55 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:04, 343.55 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:52:04, 343.55 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:52:21, 360.76 : Moving to clip clip6
BRIDGE, TRACE | 10:52:21, 360.76 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:52:21, 360.76 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:21, 360.76 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 10:52:21, 360.76 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:52:21, 360.76 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:22, 360.76 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:52:22, 360.76 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:22, 360.76 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:52:22, 360.76 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:53:11, 410.52 : Moving to clip clip7
BRIDGE, TRACE | 10:53:11, 410.52 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:53:12, 410.52 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:12, 410.52 : Mesh bounding box: Center: (0.3, 0.4, 2.4), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 10:53:12, 410.52 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:53:12, 410.52 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:12, 410.52 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:53:12, 410.52 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:12, 410.52 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:53:12, 410.52 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
