LOGINMANAGER, TRACE | 13:14:23, 3.83 : Login Scene Starting....
DOWNLOADUTILITY, DEBUG | 13:16:30, 122.06 : Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY, DEBUG | 13:16:30, 122.06 : Extracting file: 2k_moon.jpg
DOWNLOADUTILITY, DEBUG | 13:16:30, 122.06 : Extracting file: 2k_sun.jpg
DOWNLOADUTILITY, DEBUG | 13:16:30, 122.06 : Extracting file: balldimpled.png
MEDIACATALOGUE, TRACE | 13:16:30, 122.06 : Started Initializing Media Catlogue, 22 resources to load
MEDIACATALOGUE, TRACE | 13:16:30, 122.06 : Started loading file: basketball.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.41 : Started loading file: bigearthmoon.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.44 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.46 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.48 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.49 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.53 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.54 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 13:16:30, 122.56 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 13:16:31, 122.58 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 13:16:31, 122.59 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 13:16:31, 122.63 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 13:16:31, 122.67 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 13:16:31, 122.68 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 13:16:31, 122.7 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 13:16:31, 122.78 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 13:16:31, 122.8 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 13:16:36, 122.88 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 13:16:36, 123.23 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 13:16:36, 123.47 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 13:16:37, 123.74 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 13:16:37, 124 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 13:16:37, 124.05 : Initializing Lab Manager
LABMANAGER, TRACE | 13:16:37, 124.05 : Initializing lab
LIGHTINGCONTROL, TRACE | 13:16:37, 124.05 : Save lights called
LIGHTINGCONTROL, TRACE | 13:16:37, 124.05 : Setting lights to be sunlight
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Adding components: 
BRIDGE, TRACE | 13:16:37, 124.05 : Mesh bounding box: Center: (-39.1, -0.1, -1.9), Extents: (2.6, 2.5, 2.6)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 13:16:37, 124.05 : Mesh bounding box: Center: (-0.2, -0.1, 1.6), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 13:16:37, 124.05 : Mesh bounding box: Center: (2.2, -0.1, 1.8), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:37, 124.05 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:37, 124.05 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 13:16:38, 124.05 : Moving to clip clip1
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:38, 124.05 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:16:38, 124.05 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:17:14, 160.18 : Moving to clip clip2
BRIDGE, TRACE | 13:17:14, 160.18 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:17:14, 160.18 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 160.18 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 160.18 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 13:17:14, 160.18 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 160.18 : Mesh bounding box: Center: (-0.2, -0.3, 1.6), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 160.18 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:17:14, 160.18 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 160.18 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:17:14, 160.18 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:15, 160.18 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:17:15, 160.18 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:17:36, 181.68 : Moving to clip clip3
BRIDGE, TRACE | 13:17:36, 181.68 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:17:36, 181.68 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:36, 181.68 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 13:17:36, 181.68 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 13:17:36, 181.68 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:36, 181.68 : Mesh bounding box: Center: (-1.2, -0.2, 3.8), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 13:17:36, 181.68 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:17:36, 181.68 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:36, 181.68 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:17:36, 181.68 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:36, 181.68 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:17:36, 181.68 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:17:50, 195.28 : Moving to clip clip4
BRIDGE, TRACE | 13:17:50, 195.28 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:17:50, 195.28 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:50, 195.28 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 13:17:50, 195.28 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 13:17:50, 195.28 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:50, 195.28 : Mesh bounding box: Center: (-1.6, -0.1, 1.1), Extents: (0.4, 0.1, 0.2)
BRIDGE, TRACE | 13:17:50, 195.28 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:17:50, 195.28 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:50, 195.28 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:17:50, 195.28 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:50, 195.28 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:17:50, 195.28 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:20, 225.05 : Moving to clip clip5
BRIDGE, TRACE | 13:18:20, 225.05 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:20, 225.05 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:20, 225.05 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 13:18:20, 225.05 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:20, 225.05 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:20, 225.05 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:20, 225.05 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:20, 225.05 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:21, 225.05 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:39, 243.6 : Moving to clip clip6
BRIDGE, TRACE | 13:18:39, 243.6 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:39, 243.6 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:39, 243.6 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 13:18:39, 243.6 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:39, 243.6 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:39, 243.6 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:39, 243.6 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:39, 243.6 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:39, 243.6 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:19:13, 277.09 : Moving to clip clip7
BRIDGE, TRACE | 13:19:13, 277.09 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:19:13, 277.09 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:13, 277.09 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 13:19:13, 277.09 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:19:13, 277.09 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:13, 277.09 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:19:13, 277.09 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:13, 277.09 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:19:13, 277.09 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:19:29, 293.01 : Moving to clip clip8
BRIDGE, TRACE | 13:19:29, 293.01 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:19:29, 293.01 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:29, 293.01 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 13:19:29, 293.01 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:19:29, 293.01 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:29, 293.01 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:19:29, 293.01 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:29, 293.01 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:19:29, 293.01 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:19:57, 320.41 : Moving to clip clip9
BRIDGE, TRACE | 13:19:57, 320.41 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:19:57, 320.41 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:57, 320.41 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 13:19:57, 320.41 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:19:57, 320.41 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:57, 320.41 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:19:57, 320.41 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:57, 320.41 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:19:57, 320.41 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:20:38, 361.13 : Moving to clip clip10
BRIDGE, TRACE | 13:20:38, 361.13 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:20:38, 361.13 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:38, 361.13 : Mesh bounding box: Center: (-0.2, 0.5, 2.6), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 13:20:38, 361.13 : Creating object: brbPreviousClip, type: 
