LOGINMANAGER, TRACE | 11:41:07, 3.84 : Login Scene Starting....
MEDIACATALOGUE, TRACE | 11:42:52, 96.45 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 11:42:52, 96.73 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 11:42:52, 96.98 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 11:42:52, 97.03 : Initializing Lab Manager
LABMANAGER, TRACE | 11:42:52, 97.03 : Initializing lab
LIGHTINGCONTROL, TRACE | 11:42:52, 97.03 : Save lights called
LIGHTINGCONTROL, TRACE | 11:42:52, 97.03 : Setting lights to be sunlight
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Adding components: 
BRIDGE, TRACE | 11:42:53, 97.03 : Mesh bounding box: Center: (-34.8, -0.2, 17.7), Extents: (3.4, 2.5, 3.4)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 11:42:53, 97.03 : Mesh bounding box: Center: (0.5, -0.2, 1.1), Extents: (0.1, 0.0, 0.1)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 11:42:53, 97.03 : Mesh bounding box: Center: (2.6, -0.2, 0.0), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 11:42:53, 97.03 : Moving to clip clip1
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:42:53, 97.03 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:42:53, 97.03 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:42:54, 97.03 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:44:30, 192.94 : Moving to clip clip2
BRIDGE, TRACE | 11:44:30, 192.94 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:44:30, 192.94 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:30, 192.94 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 11:44:30, 192.94 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 11:44:30, 192.94 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:30, 192.94 : Mesh bounding box: Center: (0.5, -0.4, 1.1), Extents: (0.1, 0.0, 0.2)
BRIDGE, TRACE | 11:44:30, 192.94 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:44:30, 192.94 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:30, 192.94 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:44:30, 192.94 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:30, 192.94 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:44:30, 192.94 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:44:46, 208.77 : Moving to clip clip3
BRIDGE, TRACE | 11:44:46, 208.77 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:44:46, 208.77 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:46, 208.77 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 11:44:46, 208.77 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 11:44:46, 208.77 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:46, 208.77 : Mesh bounding box: Center: (0.0, -0.3, -1.3), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 11:44:46, 208.77 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:44:46, 208.77 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:46, 208.77 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:44:46, 208.77 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:44:46, 208.77 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:44:46, 208.77 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:45:00, 222.19 : Moving to clip clip4
BRIDGE, TRACE | 11:45:00, 222.19 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:45:00, 222.19 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:00, 222.19 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 11:45:00, 222.19 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 11:45:00, 222.19 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:00, 222.19 : Mesh bounding box: Center: (1.9, -0.2, 0.7), Extents: (0.5, 0.1, 0.1)
BRIDGE, TRACE | 11:45:00, 222.19 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:45:00, 222.19 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:00, 222.19 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:45:00, 222.19 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:00, 222.19 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:45:00, 222.19 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:45:25, 247.4 : Moving to clip clip5
BRIDGE, TRACE | 11:45:25, 247.4 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:45:25, 247.4 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:25, 247.4 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 11:45:25, 247.4 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:45:26, 247.4 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:26, 247.4 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:45:26, 247.4 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:26, 247.4 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:45:26, 247.4 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:45:40, 261.38 : Moving to clip clip6
BRIDGE, TRACE | 11:45:40, 261.38 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:45:40, 261.38 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:40, 261.38 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 11:45:40, 261.38 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:45:40, 261.38 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:40, 261.38 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:45:40, 261.38 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:45:40, 261.38 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:45:40, 261.38 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:46:10, 290.99 : Moving to clip clip7
BRIDGE, TRACE | 11:46:10, 290.99 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:46:10, 290.99 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:46:10, 290.99 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 11:46:10, 290.99 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:46:10, 290.99 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:46:10, 290.99 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:46:10, 290.99 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:46:10, 290.99 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:46:10, 290.99 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:47:04, 344.77 : Moving to clip clip6
BRIDGE, TRACE | 11:47:04, 344.77 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:47:04, 344.77 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:04, 344.77 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 11:47:04, 344.77 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:47:04, 344.77 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:04, 344.77 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:47:04, 344.77 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:04, 344.77 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:47:04, 344.77 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:47:17, 358.3 : Moving to clip clip5
BRIDGE, TRACE | 11:47:17, 358.3 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:47:17, 358.3 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:17, 358.3 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 11:47:18, 358.3 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:47:18, 358.3 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:18, 358.3 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:47:18, 358.3 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:47:18, 358.3 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:47:18, 358.3 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:48:32, 432.57 : Moving to clip clip4
BRIDGE, TRACE | 11:48:32, 432.57 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:48:32, 432.57 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:48:32, 432.57 : Mesh bounding box: Center: (0.9, 0.4, 2.0), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 11:48:32, 432.57 : Creating object: moonDistanceLabel, type: 
