LOGINMANAGER, TRACE | 14:24:18, 3.82 : Login Scene Starting....
MEDIACATALOGUE, TRACE | 14:26:25, 121.73 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 14:26:25, 121.75 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 14:26:25, 121.83 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 14:26:25, 121.85 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 14:26:31, 121.93 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 14:26:31, 122.28 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 14:26:31, 122.53 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 14:26:31, 122.8 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 14:26:31, 123.07 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 14:26:31, 123.12 : Initializing Lab Manager
LABMANAGER, TRACE | 14:26:31, 123.12 : Initializing lab
LIGHTINGCONTROL, TRACE | 14:26:31, 123.12 : Save lights called
LIGHTINGCONTROL, TRACE | 14:26:31, 123.12 : Setting lights to be sunlight
BRIDGE, TRACE | 14:26:31, 123.12 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Adding components: 
BRIDGE, TRACE | 14:26:32, 123.12 : Mesh bounding box: Center: (-38.8, -0.2, -0.1), Extents: (2.5, 2.5, 2.5)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 14:26:32, 123.12 : Mesh bounding box: Center: (0.2, -0.2, 1.3), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 14:26:32, 123.12 : Mesh bounding box: Center: (2.6, -0.2, 1.3), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 14:26:32, 123.12 : Moving to clip clip1
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:26:32, 123.12 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:32, 123.12 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:26:33, 123.12 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:31:57, 447.41 : Moving to clip clip2
BRIDGE, TRACE | 14:31:57, 447.41 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:31:57, 447.41 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:57, 447.41 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 14:31:57, 447.41 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 14:31:57, 447.41 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:57, 447.41 : Mesh bounding box: Center: (0.2, -0.4, 1.3), Extents: (0.1, 0.0, 0.1)
BRIDGE, TRACE | 14:31:57, 447.41 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:31:57, 447.41 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:57, 447.41 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:31:57, 447.41 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:58, 447.41 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:31:58, 447.41 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:32:18, 468.28 : Moving to clip clip3
BRIDGE, TRACE | 14:32:18, 468.28 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:32:18, 468.28 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:18, 468.28 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 14:32:18, 468.28 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 14:32:19, 468.28 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:19, 468.28 : Mesh bounding box: Center: (-1.9, -0.3, 2.4), Extents: (0.0, 0.0, 0.1)
BRIDGE, TRACE | 14:32:19, 468.28 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:32:19, 468.28 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:19, 468.28 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:32:19, 468.28 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:19, 468.28 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:32:19, 468.28 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:32:55, 504.33 : Moving to clip clip4
BRIDGE, TRACE | 14:32:55, 504.33 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:32:55, 504.33 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:55, 504.33 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 14:32:55, 504.33 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 14:32:55, 504.33 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:55, 504.33 : Mesh bounding box: Center: (1.6, -0.2, 2.0), Extents: (0.4, 0.1, 0.2)
BRIDGE, TRACE | 14:32:55, 504.33 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:32:55, 504.33 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:55, 504.33 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:32:55, 504.33 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:55, 504.33 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:32:55, 504.33 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:34:00, 569.47 : Moving to clip clip3
BRIDGE, TRACE | 14:34:00, 569.47 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:34:00, 569.47 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:00, 569.47 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 14:34:00, 569.47 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 14:34:01, 569.47 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:01, 569.47 : Mesh bounding box: Center: (0.4, -0.3, 3.7), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 14:34:01, 569.47 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:34:01, 569.47 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:01, 569.47 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:34:01, 569.47 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:01, 569.47 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:34:01, 569.47 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:34:26, 594.69 : Moving to clip clip4
BRIDGE, TRACE | 14:34:26, 594.69 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:34:26, 594.69 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:26, 594.69 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 14:34:26, 594.69 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 14:34:26, 594.69 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:26, 594.69 : Mesh bounding box: Center: (-0.3, -0.2, -0.1), Extents: (0.2, 0.1, 0.4)
BRIDGE, TRACE | 14:34:26, 594.69 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:34:26, 594.69 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:26, 594.69 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:34:26, 594.69 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:26, 594.69 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:34:26, 594.69 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:35:38, 666.92 : Moving to clip clip5
BRIDGE, TRACE | 14:35:38, 666.92 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:35:38, 666.92 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:35:38, 666.92 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 14:35:39, 666.92 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:35:39, 666.92 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:35:39, 666.92 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:35:39, 666.92 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:35:39, 666.92 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:35:39, 666.92 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:35:41, 669.32 : Moving to clip clip6
BRIDGE, TRACE | 14:35:41, 669.32 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:35:41, 669.32 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:35:41, 669.32 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 14:35:41, 669.32 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:35:41, 669.32 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:35:41, 669.32 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:35:41, 669.32 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:35:41, 669.32 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:35:41, 669.32 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:36:19, 706.91 : Moving to clip clip7
BRIDGE, TRACE | 14:36:19, 706.91 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:36:19, 706.91 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:36:19, 706.91 : Mesh bounding box: Center: (0.2, 0.4, 2.3), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 14:36:19, 706.91 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:36:19, 706.91 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:36:19, 706.91 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:36:19, 706.91 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:36:19, 706.91 : Creating object: brbNextModule, type: 
