LOGINMANAGER, TRACE | 14:24:17, 3.83 : Login Scene Starting....
MEDIACATALOGUE, TRACE | 14:26:22, 119.24 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.26 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.28 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.29 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.31 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.32 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.34 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.36 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.38 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.41 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.45 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.46 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 14:26:22, 119.48 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.56 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 14:26:22, 119.58 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 14:26:27, 119.66 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 14:26:27, 120.01 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 14:26:28, 120.26 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 14:26:28, 120.53 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 14:26:28, 120.79 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 14:26:28, 120.84 : Initializing Lab Manager
LABMANAGER, TRACE | 14:26:28, 120.84 : Initializing lab
LIGHTINGCONTROL, TRACE | 14:26:28, 120.84 : Save lights called
LIGHTINGCONTROL, TRACE | 14:26:28, 120.84 : Setting lights to be sunlight
BRIDGE, TRACE | 14:26:28, 120.84 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 14:26:28, 120.84 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:28, 120.84 : Adding components: 
BRIDGE, TRACE | 14:26:28, 120.84 : Mesh bounding box: Center: (-39.0, -0.2, -0.5), Extents: (2.5, 2.5, 2.5)
BRIDGE, TRACE | 14:26:28, 120.84 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 14:26:28, 120.84 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:28, 120.84 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 14:26:28, 120.84 : Mesh bounding box: Center: (0.0, -0.2, 1.3), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:28, 120.84 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 14:26:28, 120.84 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:28, 120.84 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 14:26:28, 120.84 : Mesh bounding box: Center: (2.4, -0.2, 1.3), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:28, 120.84 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 14:26:29, 120.84 : Moving to clip clip1
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:29, 120.84 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:26:29, 120.84 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:28:52, 263.87 : Moving to clip clip2
BRIDGE, TRACE | 14:28:53, 263.87 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:28:53, 263.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:53, 263.87 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 14:28:53, 263.87 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 14:28:53, 263.87 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:53, 263.87 : Mesh bounding box: Center: (0.0, -0.3, 1.3), Extents: (0.1, 0.0, 0.2)
BRIDGE, TRACE | 14:28:53, 263.87 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:28:53, 263.87 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:53, 263.87 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:28:53, 263.87 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:53, 263.87 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:28:53, 263.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:29:09, 280.26 : Moving to clip clip3
BRIDGE, TRACE | 14:29:09, 280.26 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:29:09, 280.26 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:09, 280.26 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 14:29:09, 280.26 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 14:29:10, 280.26 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:10, 280.26 : Mesh bounding box: Center: (2.1, -0.3, 2.4), Extents: (0.0, 0.0, 0.1)
BRIDGE, TRACE | 14:29:10, 280.26 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:29:10, 280.26 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:10, 280.26 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:29:10, 280.26 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:10, 280.26 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:29:10, 280.26 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:29:33, 303.87 : Moving to clip clip4
BRIDGE, TRACE | 14:29:33, 303.87 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:29:33, 303.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:33, 303.87 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 14:29:33, 303.87 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 14:29:34, 303.87 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:34, 303.87 : Mesh bounding box: Center: (-1.6, -0.2, 1.4), Extents: (0.5, 0.1, 0.0)
BRIDGE, TRACE | 14:29:34, 303.87 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:29:34, 303.87 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:34, 303.87 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:29:34, 303.87 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:34, 303.87 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:29:34, 303.87 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:29:56, 326.07 : Moving to clip clip5
BRIDGE, TRACE | 14:29:56, 326.07 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:29:56, 326.07 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:56, 326.07 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 14:29:56, 326.07 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:29:56, 326.07 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:56, 326.07 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:29:56, 326.07 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:56, 326.07 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:29:56, 326.07 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:30:24, 353.57 : Moving to clip clip6
BRIDGE, TRACE | 14:30:24, 353.57 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:30:24, 353.57 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:30:24, 353.57 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 14:30:24, 353.57 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:30:24, 353.57 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:30:24, 353.57 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:30:24, 353.57 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:30:24, 353.57 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:30:24, 353.57 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:32:12, 461.64 : Moving to clip clip7
BRIDGE, TRACE | 14:32:12, 461.64 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:32:12, 461.64 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:12, 461.64 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 14:32:12, 461.64 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:32:12, 461.64 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:13, 461.64 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:32:13, 461.64 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:13, 461.64 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:32:13, 461.64 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:32:27, 476.46 : Moving to clip clip8
BRIDGE, TRACE | 14:32:27, 476.46 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:32:27, 476.46 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:27, 476.46 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 14:32:28, 476.46 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:32:28, 476.46 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:28, 476.46 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:32:28, 476.46 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:28, 476.46 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:32:28, 476.46 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:32:44, 492.78 : Moving to clip clip9
BRIDGE, TRACE | 14:32:44, 492.78 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:32:44, 492.78 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:44, 492.78 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 14:32:44, 492.78 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:32:44, 492.78 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:44, 492.78 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:32:44, 492.78 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:44, 492.78 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:32:44, 492.78 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:33:21, 529.47 : Moving to clip clip10
BRIDGE, TRACE | 14:33:21, 529.47 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:33:21, 529.47 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:33:21, 529.47 : Mesh bounding box: Center: (-0.1, 0.4, 2.3), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 14:33:21, 529.47 : Creating object: brbPreviousClip, type: 
