LOGINMANAGER, TRACE | 13:14:18, 3.81 : Login Scene Starting....
BRIDGE, TRACE | 13:16:37, 128.97 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:37, 128.97 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:16:37, 128.97 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:17:14, 165.53 : Moving to clip clip2
BRIDGE, TRACE | 13:17:14, 165.53 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:17:14, 165.53 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 165.53 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 13:17:14, 165.53 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 13:17:14, 165.53 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 165.53 : Mesh bounding box: Center: (-0.7, -0.4, 1.5), Extents: (0.0, 0.0, 0.2)
BRIDGE, TRACE | 13:17:14, 165.53 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:17:14, 165.53 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 165.53 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:17:14, 165.53 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:14, 165.53 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:17:14, 165.53 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:22, 233.24 : Moving to clip clip3
BRIDGE, TRACE | 13:18:22, 233.24 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:22, 233.24 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:22, 233.24 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 13:18:22, 233.24 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 13:18:22, 233.24 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:22, 233.24 : Mesh bounding box: Center: (-1.6, -0.3, 3.7), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 13:18:22, 233.24 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:22, 233.24 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:22, 233.24 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:22, 233.24 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:22, 233.24 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:22, 233.24 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:35, 246.02 : Moving to clip clip4
BRIDGE, TRACE | 13:18:35, 246.02 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:35, 246.02 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:35, 246.02 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 13:18:35, 246.02 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 13:18:35, 246.02 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:35, 246.02 : Mesh bounding box: Center: (-2.2, -0.2, 1.2), Extents: (0.5, 0.1, 0.1)
BRIDGE, TRACE | 13:18:35, 246.02 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:35, 246.02 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:35, 246.02 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:35, 246.02 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:35, 246.02 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:35, 246.02 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:52, 263.11 : Moving to clip clip5
BRIDGE, TRACE | 13:18:52, 263.11 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:52, 263.11 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:52, 263.11 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 13:18:53, 263.11 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:53, 263.11 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:53, 263.11 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:53, 263.11 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:53, 263.11 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:53, 263.11 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:19:11, 281.12 : Moving to clip clip6
BRIDGE, TRACE | 13:19:11, 281.12 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:19:11, 281.12 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:11, 281.12 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 13:19:11, 281.12 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:19:11, 281.12 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:11, 281.12 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:19:11, 281.12 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:11, 281.12 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:19:11, 281.12 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:19:41, 310.65 : Moving to clip clip7
BRIDGE, TRACE | 13:19:41, 310.65 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:19:41, 310.65 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:41, 310.65 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.4, 0.0, 0.2)
BRIDGE, TRACE | 13:19:41, 310.65 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:19:41, 310.65 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:41, 310.65 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:19:41, 310.65 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:41, 310.65 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:19:41, 310.65 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:20:07, 336.39 : Moving to clip clip8
BRIDGE, TRACE | 13:20:07, 336.39 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:20:07, 336.39 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:07, 336.39 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 13:20:07, 336.39 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:20:07, 336.39 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:07, 336.39 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:20:07, 336.39 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:07, 336.39 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:20:07, 336.39 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:20:26, 355.23 : Moving to clip clip9
BRIDGE, TRACE | 13:20:26, 355.23 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:20:26, 355.23 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:26, 355.23 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.3, 0.0, 0.1)
BRIDGE, TRACE | 13:20:26, 355.23 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:20:26, 355.23 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:26, 355.23 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:20:26, 355.23 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:26, 355.23 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:20:26, 355.23 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:21:13, 402.45 : Moving to clip clip10
BRIDGE, TRACE | 13:21:13, 402.45 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:21:14, 402.45 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:21:14, 402.45 : Mesh bounding box: Center: (-1.2, 0.4, 2.4), Extents: (0.3, 0.0, 0.1)
BRIDGE, TRACE | 13:21:14, 402.45 : Creating object: brbPreviousClip, type: 
