LOGINMANAGER, TRACE | 10:46:02, 3.83 : Login Scene Starting....
DOWNLOADUTILITY, DEBUG | 10:48:49, 165.35 : Extracting file: not_in_order1.wav
DOWNLOADUTILITY, DEBUG | 10:48:49, 165.35 : Extracting file: not_in_order2.wav
DOWNLOADUTILITY, DEBUG | 10:48:49, 165.35 : Extracting file: not_in_order3.wav
DOWNLOADUTILITY, DEBUG | 10:48:49, 165.35 : Extracting file: Release.wav
DOWNLOADUTILITY, DEBUG | 10:48:49, 165.35 : Extracting file: seeing the moon.wav
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: sorting_instructions.wav
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: sort-nicejob.wav
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: startbasketball.mp3
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: startsim.wav
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: Test55.mp3
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: demo10.json
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: 2k_moon.jpg
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: 2k_sun.jpg
DOWNLOADUTILITY, DEBUG | 10:48:50, 165.35 : Extracting file: balldimpled.png
MEDIACATALOGUE, TRACE | 10:48:50, 165.35 : Started Initializing Media Catlogue, 22 resources to load
MEDIACATALOGUE, TRACE | 10:48:50, 165.35 : Started loading file: basketball.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.7 : Started loading file: bigearthmoon.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.73 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.75 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.77 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.78 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.8 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.82 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.84 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.85 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.87 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.9 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.94 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 10:48:51, 165.96 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 10:48:51, 165.97 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 10:48:51, 166.06 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 10:48:51, 166.07 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 10:48:56, 166.16 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 10:48:56, 166.51 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 10:48:57, 166.75 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 10:48:57, 167.02 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 10:48:57, 167.27 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 10:48:57, 167.32 : Initializing Lab Manager
LABMANAGER, TRACE | 10:48:57, 167.32 : Initializing lab
LIGHTINGCONTROL, TRACE | 10:48:57, 167.32 : Save lights called
LIGHTINGCONTROL, TRACE | 10:48:57, 167.32 : Setting lights to be sunlight
BRIDGE, TRACE | 10:48:57, 167.32 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 10:48:57, 167.32 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:57, 167.32 : Adding components: 
BRIDGE, TRACE | 10:48:57, 167.32 : Mesh bounding box: Center: (-39.0, -0.2, 1.7), Extents: (2.6, 2.5, 2.6)
BRIDGE, TRACE | 10:48:57, 167.32 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:48:57, 167.32 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:57, 167.32 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 10:48:57, 167.32 : Mesh bounding box: Center: (0.0, -0.2, 1.4), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:57, 167.32 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:48:57, 167.32 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:57, 167.32 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 10:48:57, 167.32 : Mesh bounding box: Center: (2.4, -0.2, 1.3), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 10:48:58, 167.32 : Moving to clip clip1
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:48:58, 167.32 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:48:58, 167.32 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:49:36, 205.11 : Moving to clip clip2
BRIDGE, TRACE | 10:49:36, 205.11 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:49:36, 205.11 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:36, 205.11 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:49:36, 205.11 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 10:49:37, 205.11 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:37, 205.11 : Mesh bounding box: Center: (0.0, -0.4, 1.4), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 10:49:37, 205.11 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:49:37, 205.11 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:37, 205.11 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:49:37, 205.11 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:49:37, 205.11 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:49:37, 205.11 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:50:42, 270.42 : Moving to clip clip1
BRIDGE, TRACE | 10:50:42, 270.42 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:50:42, 270.42 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:42, 270.42 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:50:42, 270.42 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 10:50:42, 270.42 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:42, 270.42 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:50:42, 270.42 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:42, 270.42 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:50:42, 270.42 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:50:42, 270.42 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:50:43, 270.42 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:51:03, 291.43 : Moving to clip clip2
BRIDGE, TRACE | 10:51:03, 291.43 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:51:03, 291.43 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:03, 291.43 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:51:03, 291.43 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 10:51:04, 291.43 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:04, 291.43 : Mesh bounding box: Center: (0.0, -0.4, 1.4), Extents: (0.1, 0.0, 0.1)
BRIDGE, TRACE | 10:51:04, 291.43 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:51:04, 291.43 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:04, 291.43 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:51:04, 291.43 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:04, 291.43 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:51:04, 291.43 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:51:26, 314.29 : Moving to clip clip3
BRIDGE, TRACE | 10:51:26, 314.29 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:51:27, 314.29 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:27, 314.29 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 10:51:27, 314.29 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 10:51:27, 314.29 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:27, 314.29 : Mesh bounding box: Center: (-1.1, -0.3, -0.7), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 10:51:27, 314.29 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:51:27, 314.29 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:27, 314.29 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:51:27, 314.29 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:51:27, 314.29 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:51:27, 314.29 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:52:08, 355.03 : Moving to clip clip4
BRIDGE, TRACE | 10:52:08, 355.03 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:52:08, 355.03 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:08, 355.03 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 10:52:08, 355.03 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 10:52:08, 355.03 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:08, 355.03 : Mesh bounding box: Center: (-1.2, -0.2, 2.3), Extents: (0.4, 0.1, 0.3)
BRIDGE, TRACE | 10:52:08, 355.03 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:52:08, 355.03 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:08, 355.03 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:52:08, 355.03 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:08, 355.03 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:52:08, 355.03 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:52:54, 401.43 : Moving to clip clip5
BRIDGE, TRACE | 10:52:54, 401.43 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:52:55, 401.43 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:55, 401.43 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 10:52:55, 401.43 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:52:55, 401.43 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:55, 401.43 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:52:55, 401.43 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:52:55, 401.43 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:52:55, 401.43 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:53:27, 433.57 : Moving to clip clip6
BRIDGE, TRACE | 10:53:27, 433.57 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:53:27, 433.57 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:27, 433.57 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 10:53:27, 433.57 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:53:27, 433.57 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:27, 433.57 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:53:27, 433.57 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:27, 433.57 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:53:27, 433.57 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 10:54:17, 483.46 : Moving to clip clip7
BRIDGE, TRACE | 10:54:17, 483.46 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:54:17, 483.46 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:17, 483.46 : Mesh bounding box: Center: (0.0, 0.4, 2.4), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 10:54:17, 483.46 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:54:17, 483.46 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:18, 483.46 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:54:18, 483.46 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:54:18, 483.46 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:54:18, 483.46 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
