LOGINMANAGER, TRACE | 10:50:37, 3.81 : Login Scene Starting....
LOGINMANAGER, TRACE | 10:52:32, 114.43 : Started Authenticating pin
AUTHENTICATE, TRACE | 10:52:32, 114.43 : Attempting to authenticate pin: 2
LOGINMANAGER, TRACE | 10:52:35, 114.43 : Pin failed to authenticate
LOGINMANAGER, TRACE | 10:52:35, 114.43 : Started Pin Entry
LOGINMANAGER, POINTER VISIBILITY | 10:52:35, 114.43 : True
LOGINMANAGER, TRACE | 10:52:54, 134 : Pin Entered
LOGINMANAGER, TRACE | 10:52:54, 134 : Started Authenticating pin
AUTHENTICATE, TRACE | 10:52:54, 134 : Attempting to authenticate pin: 000002
AUTHENTICATE, TRACE | 10:52:54, 134 : Attempting to authenticate pin: 000002
AUTHENTICATE, TRACE | 10:52:55, 134 : Attempting to authenticate pin: 000002


Log file for student: User_2,  M00000002.
Current Time: 07/05/2022 10:52:55
LOGINMANAGER, TRACE | 10:52:55, 134 : Student authenticated: User 2, M00000002
LOGINMANAGER, TRACE | 10:52:55, 134 : Started lab selection
LOGINMANAGER, TRACE | 10:52:55, 134 : Generating lab selection buttons
LOGINMANAGER, TRACE | 10:53:04, 142.92 : Lab Selected: 1, Moon Lab
LOGINMANAGER, TRACE | 10:53:04, 142.92 : Started lab Initiaion
DOWNLOADUTILITY, TRACE | 10:53:04, 142.92 : Starting download of file $/documents/C2/lab_resources/TestLab.zip from url: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip
DOWNLOADUTILITY, DEBUG | 10:53:04, 142.92 : Inside download coroutine, URL: http://cyberlearnar.cs.mtsu.edu/show_uploaded/TestLab.zip, path: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, TRACE | 10:53:06, 145.37 : Successfully downloaded /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, TRACE | 10:53:06, 145.37 : Starting to extract file: /documents/C2/lab_resources/TestLab.zip
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Number of entries to extract: 26
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: basketball.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: bigearthmoon.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: Grab.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: introduction.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: labintro.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: newfinalie.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: not_in_order1.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: not_in_order2.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: not_in_order3.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: Release.wav
DOWNLOADUTILITY, DEBUG | 10:53:06, 145.37 : Extracting file: seeing the moon.wav
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: sorting_instructions.wav
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: sort-nicejob.wav
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: startbasketball.mp3
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: startsim.wav
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: Test55.mp3
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: demo10.json
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: 2k_moon.jpg
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: 2k_sun.jpg
DOWNLOADUTILITY, DEBUG | 10:53:07, 145.37 : Extracting file: balldimpled.png
MEDIACATALOGUE, TRACE | 10:53:07, 145.37 : Started Initializing Media Catlogue, 22 resources to load
MEDIACATALOGUE, TRACE | 10:53:07, 145.37 : Started loading file: basketball.wav
MEDIACATALOGUE, TRACE | 10:53:07, 145.72 : Started loading file: bigearthmoon.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.76 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.78 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.79 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.81 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.83 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.84 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.86 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.88 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.89 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.93 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.97 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 10:53:08, 145.98 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 10:53:08, 146 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 10:53:08, 146.08 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 10:53:08, 146.1 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 10:53:13, 146.18 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 10:53:13, 146.53 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 10:53:14, 146.79 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 10:53:14, 147.07 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 10:53:14, 147.34 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 10:53:14, 147.39 : Initializing Lab Manager
LABMANAGER, TRACE | 10:53:14, 147.39 : Initializing lab
LIGHTINGCONTROL, TRACE | 10:53:14, 147.39 : Save lights called
LIGHTINGCONTROL, TRACE | 10:53:14, 147.39 : Setting lights to be sunlight
BRIDGE, TRACE | 10:53:14, 147.39 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 10:53:14, 147.39 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:14, 147.39 : Adding components: 
BRIDGE, TRACE | 10:53:14, 147.39 : Mesh bounding box: Center: (-36.4, -0.2, 14.3), Extents: (3.2, 2.5, 3.2)
BRIDGE, TRACE | 10:53:14, 147.39 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:53:14, 147.39 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:14, 147.39 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 10:53:14, 147.39 : Mesh bounding box: Center: (0.4, -0.2, 1.4), Extents: (0.1, 0.0, 0.1)
BRIDGE, TRACE | 10:53:14, 147.39 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 10:53:14, 147.39 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:14, 147.39 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 10:53:15, 147.39 : Mesh bounding box: Center: (2.6, -0.2, 0.5), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 10:53:15, 147.39 : Moving to clip clip1
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 10:53:15, 147.39 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 10:53:15, 147.39 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:00:19, 571.44 : Moving to clip clip2
BRIDGE, TRACE | 11:00:19, 571.44 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:00:19, 571.44 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:20, 571.44 : Mesh bounding box: Center: (0.8, 0.4, 2.3), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 11:00:20, 571.44 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 11:00:20, 571.44 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:20, 571.44 : Mesh bounding box: Center: (0.4, -0.3, 1.4), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 11:00:20, 571.44 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:00:20, 571.44 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:20, 571.44 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:00:20, 571.44 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:20, 571.44 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:00:20, 571.44 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 11:00:21, 572.8 : Moving to clip clip3
BRIDGE, TRACE | 11:00:21, 572.8 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:00:21, 572.8 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:21, 572.8 : Mesh bounding box: Center: (0.8, 0.4, 2.3), Extents: (0.2, 0.0, 0.1)
BRIDGE, TRACE | 11:00:21, 572.8 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 11:00:21, 572.8 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:21, 572.8 : Mesh bounding box: Center: (0.6, -0.2, 3.8), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 11:00:21, 572.8 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:00:22, 572.8 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:22, 572.8 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:00:22, 572.8 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:22, 572.8 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:00:22, 572.8 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
LIGHTINGCONTROL, TRACE | 11:00:34, 584.88 : Restore lights called
LABMANAGER, TRACE | 11:00:34, 584.88 : Moving to module at index 0
LIGHTINGCONTROL, TRACE | 11:00:35, 585.88 : Save lights called
LIGHTINGCONTROL, TRACE | 11:00:35, 585.88 : Setting lights to be sunlight
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Adding components: 
BRIDGE, TRACE | 11:00:35, 585.88 : Mesh bounding box: Center: (-36.4, -0.2, 14.3), Extents: (3.2, 2.5, 3.2)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 11:00:35, 585.88 : Mesh bounding box: Center: (0.4, -0.2, 1.4), Extents: (0.1, 0.0, 0.1)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 11:00:35, 585.88 : Mesh bounding box: Center: (2.6, -0.2, 0.5), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 11:00:35, 585.88 : Moving to clip clip1
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 11:00:35, 585.88 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 11:00:35, 585.88 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
