LOGINMANAGER, TRACE | 13:14:15, 3.83 : Login Scene Starting....
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: labintro.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: newfinalie.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: not_in_order1.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: not_in_order2.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: not_in_order3.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: Release.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: seeing the moon.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: sorting_instructions.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: sort-nicejob.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: startbasketball.mp3
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: startsim.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: starttinyearthmoons.wav
DOWNLOADUTILITY, DEBUG | 13:16:27, 129.08 : Extracting file: Test55.mp3
DOWNLOADUTILITY, DEBUG | 13:16:28, 129.08 : Extracting file: tinyearthmoon.wav
DOWNLOADUTILITY, DEBUG | 13:16:28, 129.08 : Extracting file: demo10.json
DOWNLOADUTILITY, DEBUG | 13:16:28, 129.08 : Extracting file: 2k_earth_daymap.jpg
DOWNLOADUTILITY, DEBUG | 13:16:28, 129.08 : Extracting file: 2k_moon.jpg
DOWNLOADUTILITY, DEBUG | 13:16:28, 129.08 : Extracting file: 2k_sun.jpg
DOWNLOADUTILITY, DEBUG | 13:16:28, 129.08 : Extracting file: balldimpled.png
MEDIACATALOGUE, TRACE | 13:16:28, 129.08 : Started Initializing Media Catlogue, 22 resources to load
MEDIACATALOGUE, TRACE | 13:16:28, 129.08 : Started loading file: basketball.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.43 : Started loading file: bigearthmoon.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.47 : Started loading file: Grab.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.48 : Started loading file: introduction.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.5 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.52 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.53 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.55 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.57 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.58 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.6 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.64 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.67 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 13:16:28, 129.69 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 13:16:29, 129.71 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 13:16:29, 129.79 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 13:16:29, 129.81 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 13:16:34, 129.89 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 13:16:34, 130.24 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 13:16:34, 130.51 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 13:16:34, 130.78 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 13:16:35, 131.05 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 13:16:35, 131.1 : Initializing Lab Manager
LABMANAGER, TRACE | 13:16:35, 131.1 : Initializing lab
LIGHTINGCONTROL, TRACE | 13:16:35, 131.1 : Save lights called
LIGHTINGCONTROL, TRACE | 13:16:35, 131.1 : Setting lights to be sunlight
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Adding components: 
BRIDGE, TRACE | 13:16:35, 131.1 : Mesh bounding box: Center: (-39.1, -0.2, 1.0), Extents: (2.6, 2.5, 2.6)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 13:16:35, 131.1 : Mesh bounding box: Center: (0.0, -0.2, 1.5), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 13:16:35, 131.1 : Mesh bounding box: Center: (2.4, -0.2, 1.4), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:35, 131.1 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:35, 131.1 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:35, 131.1 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 13:16:36, 131.1 : Moving to clip clip1
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:16:36, 131.1 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:16:36, 131.1 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:17:05, 160.2 : Moving to clip clip2
BRIDGE, TRACE | 13:17:05, 160.2 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:17:05, 160.2 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:05, 160.2 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 13:17:05, 160.2 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 13:17:05, 160.2 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:05, 160.2 : Mesh bounding box: Center: (0.0, -0.4, 1.5), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 13:17:05, 160.2 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:17:05, 160.2 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:06, 160.2 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:17:06, 160.2 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:06, 160.2 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:17:06, 160.2 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:17:37, 192.13 : Moving to clip clip3
BRIDGE, TRACE | 13:17:37, 192.13 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:17:38, 192.13 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:38, 192.13 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.2, 0.0, 0.0)
BRIDGE, TRACE | 13:17:38, 192.13 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 13:17:38, 192.13 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:38, 192.13 : Mesh bounding box: Center: (-2.4, -0.3, 1.6), Extents: (0.0, 0.0, 0.1)
BRIDGE, TRACE | 13:17:38, 192.13 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:17:38, 192.13 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:38, 192.13 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:17:38, 192.13 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:38, 192.13 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:17:38, 192.13 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:17:55, 209.11 : Moving to clip clip4
BRIDGE, TRACE | 13:17:55, 209.11 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:17:55, 209.11 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:55, 209.11 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 13:17:55, 209.11 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 13:17:55, 209.11 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:55, 209.11 : Mesh bounding box: Center: (0.4, -0.2, 0.1), Extents: (0.1, 0.1, 0.4)
BRIDGE, TRACE | 13:17:55, 209.11 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:17:55, 209.11 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:55, 209.11 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:17:55, 209.11 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:17:55, 209.11 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:17:55, 209.11 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:10, 224.19 : Moving to clip clip5
BRIDGE, TRACE | 13:18:10, 224.19 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:10, 224.19 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:10, 224.19 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.4, 0.0, 0.0)
BRIDGE, TRACE | 13:18:11, 224.19 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:11, 224.19 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:11, 224.19 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:11, 224.19 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:11, 224.19 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:11, 224.19 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:27, 240.17 : Moving to clip clip6
BRIDGE, TRACE | 13:18:27, 240.17 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:27, 240.17 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:27, 240.17 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 13:18:27, 240.17 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:27, 240.17 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:27, 240.17 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:27, 240.17 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:27, 240.17 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:27, 240.17 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:18:59, 271.79 : Moving to clip clip7
BRIDGE, TRACE | 13:18:59, 271.79 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:18:59, 271.79 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:59, 271.79 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.5, 0.0, 0.0)
BRIDGE, TRACE | 13:18:59, 271.79 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:18:59, 271.79 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:59, 271.79 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:18:59, 271.79 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:18:59, 271.79 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:18:59, 271.79 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:19:14, 287.17 : Moving to clip clip8
BRIDGE, TRACE | 13:19:14, 287.17 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:19:14, 287.17 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:14, 287.17 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 13:19:14, 287.17 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:19:15, 287.17 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:15, 287.17 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:19:15, 287.17 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:15, 287.17 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:19:15, 287.17 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:19:37, 310.07 : Moving to clip clip9
BRIDGE, TRACE | 13:19:38, 310.07 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:19:38, 310.07 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:38, 310.07 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 13:19:38, 310.07 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 13:19:38, 310.07 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:38, 310.07 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 13:19:38, 310.07 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:19:38, 310.07 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 13:19:38, 310.07 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 13:20:15, 346.77 : Moving to clip clip10
BRIDGE, TRACE | 13:20:15, 346.77 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 13:20:15, 346.77 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 13:20:15, 346.77 : Mesh bounding box: Center: (0.0, 0.4, 2.5), Extents: (0.3, 0.0, 0.0)
BRIDGE, TRACE | 13:20:15, 346.77 : Creating object: brbPreviousClip, type: 
