LOGINMANAGER, TRACE | 14:19:14, 3.86 : Login Scene Starting....
MEDIACATALOGUE, TRACE | 14:26:23, 424.61 : Started loading file: labintro.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.63 : Started loading file: newfinalie.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.64 : Started loading file: not_in_order1.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.66 : Started loading file: not_in_order2.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.68 : Started loading file: not_in_order3.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.69 : Started loading file: Release.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.71 : Started loading file: seeing the moon.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.75 : Started loading file: sorting_instructions.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.78 : Started loading file: sort-nicejob.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.8 : Started loading file: startbasketball.mp3
MEDIACATALOGUE, TRACE | 14:26:23, 424.82 : Started loading file: startsim.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.9 : Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE, TRACE | 14:26:23, 424.92 : Started loading file: Test55.mp3
MEDIACATALOGUE, TRACE | 14:26:29, 425 : Started loading file: tinyearthmoon.wav
MEDIACATALOGUE, TRACE | 14:26:29, 425.35 : Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE, TRACE | 14:26:29, 425.62 : Started loading file: 2k_moon.jpg
MEDIACATALOGUE, TRACE | 14:26:29, 425.89 : Started loading file: 2k_sun.jpg
MEDIACATALOGUE, TRACE | 14:26:30, 426.17 : Started loading file: balldimpled.png
LOGINMANAGER, TRACE | 14:26:30, 426.22 : Initializing Lab Manager
LABMANAGER, TRACE | 14:26:30, 426.22 : Initializing lab
LIGHTINGCONTROL, TRACE | 14:26:30, 426.22 : Save lights called
LIGHTINGCONTROL, TRACE | 14:26:30, 426.22 : Setting lights to be sunlight
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: Sun, type: Prefabs/SunPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Adding components: 
BRIDGE, TRACE | 14:26:30, 426.22 : Mesh bounding box: Center: (-0.7, -0.2, 41.6), Extents: (2.6, 2.5, 2.6)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: Earth, type: Prefabs/moveableSphere
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Adding components: {"name": "simpleRotation", "timeRate": 1.0, "rotationTime": 2.0} 
BRIDGE, TRACE | 14:26:30, 426.22 : Mesh bounding box: Center: (-1.1, -0.2, 2.5), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: Moon, type: Prefabs/moveableSphere
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Adding components: {"name": "simpleOrbit", "moonPosition": {"x": 2.4, "y": 0.0, "z": 1.5}, "orbitalPeriod": 56.0, "timeRate": 1.0, "orbitalScale": 1.0, "synchronousRotation": true} 
BRIDGE, TRACE | 14:26:30, 426.22 : Mesh bounding box: Center: (-1.2, -0.2, 0.1), Extents: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: earthLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: earthSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: moonLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: moonSizeLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: moonDistanceLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: taskLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: sectionLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbNextModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbNextModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbNextClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbNextClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)
BRIDGE, TRACE | 14:26:30, 426.22 : Adding components: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]} 
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab
BRIDGE, TRACE | 14:26:30, 426.22 : Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)
DEMOSEQUENCE, TRACE | 14:26:30, 426.22 : Moving to clip clip1
BRIDGE, TRACE | 14:26:30, 426.22 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:26:31, 426.22 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:31, 426.22 : Creating object: MainInstructions, type: 
BRIDGE, TRACE | 14:26:31, 426.22 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:31, 426.22 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:26:31, 426.22 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:31, 426.22 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:26:31, 426.22 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:26:31, 426.22 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:26:31, 426.22 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:28:12, 527.98 : Moving to clip clip2
BRIDGE, TRACE | 14:28:12, 527.98 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:28:12, 527.98 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:12, 527.98 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.2)
BRIDGE, TRACE | 14:28:13, 527.98 : Creating object: earthSizeLabel, type: 
BRIDGE, TRACE | 14:28:13, 527.98 : Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:13, 527.98 : Mesh bounding box: Center: (-1.3, -0.4, 2.4), Extents: (0.1, 0.0, 0.2)
BRIDGE, TRACE | 14:28:13, 527.98 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:28:13, 527.98 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:13, 527.98 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:28:13, 527.98 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:28:13, 527.98 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:28:13, 527.98 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:29:06, 581.65 : Moving to clip clip3
BRIDGE, TRACE | 14:29:06, 581.65 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:29:06, 581.65 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:07, 581.65 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.2)
BRIDGE, TRACE | 14:29:07, 581.65 : Creating object: moonSizeLabel, type: 
BRIDGE, TRACE | 14:29:07, 581.65 : Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:07, 581.65 : Mesh bounding box: Center: (-0.2, -0.3, 4.6), Extents: (0.1, 0.0, 0.0)
BRIDGE, TRACE | 14:29:07, 581.65 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:29:07, 581.65 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:07, 581.65 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:29:07, 581.65 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:07, 581.65 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:29:07, 581.65 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:29:33, 608.37 : Moving to clip clip4
BRIDGE, TRACE | 14:29:34, 608.37 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:29:34, 608.37 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:34, 608.37 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.4)
BRIDGE, TRACE | 14:29:34, 608.37 : Creating object: moonDistanceLabel, type: 
BRIDGE, TRACE | 14:29:34, 608.37 : Position: (0.0, 0.0, 0.0), Scale: (30.0, 30.0, 30.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:34, 608.37 : Mesh bounding box: Center: (-1.7, -0.2, 1.0), Extents: (0.2, 0.1, 0.4)
BRIDGE, TRACE | 14:29:34, 608.37 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:29:34, 608.37 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:34, 608.37 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:29:34, 608.37 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:29:34, 608.37 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:29:34, 608.37 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:31:05, 699.16 : Moving to clip clip5
BRIDGE, TRACE | 14:31:05, 699.16 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:31:05, 699.16 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:05, 699.16 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.4)
BRIDGE, TRACE | 14:31:05, 699.16 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:31:05, 699.16 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:05, 699.16 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:31:05, 699.16 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:05, 699.16 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:31:05, 699.16 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:31:52, 746.66 : Moving to clip clip6
BRIDGE, TRACE | 14:31:53, 746.66 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:31:53, 746.66 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:53, 746.66 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.5)
BRIDGE, TRACE | 14:31:53, 746.66 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:31:53, 746.66 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:53, 746.66 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:31:53, 746.66 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:31:53, 746.66 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:31:53, 746.66 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:32:44, 797.59 : Moving to clip clip7
BRIDGE, TRACE | 14:32:44, 797.59 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:32:44, 797.59 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:44, 797.59 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.5)
BRIDGE, TRACE | 14:32:44, 797.59 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:32:44, 797.59 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:44, 797.59 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:32:44, 797.59 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:32:44, 797.59 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:32:44, 797.59 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:33:20, 833.09 : Moving to clip clip8
BRIDGE, TRACE | 14:33:20, 833.09 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:33:20, 833.09 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:33:20, 833.09 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.3)
BRIDGE, TRACE | 14:33:20, 833.09 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:33:20, 833.09 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:33:20, 833.09 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:33:20, 833.09 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:33:20, 833.09 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:33:20, 833.09 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:33:49, 862.26 : Moving to clip clip9
BRIDGE, TRACE | 14:33:49, 862.26 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:33:49, 862.26 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:33:49, 862.26 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.3)
BRIDGE, TRACE | 14:33:49, 862.26 : Creating object: brbPreviousClip, type: 
BRIDGE, TRACE | 14:33:49, 862.26 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:33:49, 862.26 : Creating object: brbNextClip, type: 
BRIDGE, TRACE | 14:33:49, 862.26 : Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:33:49, 862.26 : Creating object: brbNextModule, type: 
BRIDGE, TRACE | 14:33:49, 862.26 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
DEMOSEQUENCE, TRACE | 14:34:41, 913.81 : Moving to clip clip10
BRIDGE, TRACE | 14:34:41, 913.81 : Creating object: taskLabel, type: 
BRIDGE, TRACE | 14:34:41, 913.81 : Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)
BRIDGE, TRACE | 14:34:41, 913.81 : Mesh bounding box: Center: (-0.1, 0.4, 2.5), Extents: (0.0, 0.0, 0.3)
BRIDGE, TRACE | 14:34:41, 913.81 : Creating object: brbPreviousClip, type: 
