entity,tag,abstime,reltime,message
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.01, Started loading file: basketball.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.36, Started loading file: bigearthmoon.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.4, Started loading file: Grab.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.42, Started loading file: introduction.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.43, Started loading file: labintro.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.45, Started loading file: newfinalie.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.47, Started loading file: not_in_order1.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.48, Started loading file: not_in_order2.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.5, Started loading file: not_in_order3.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.52, Started loading file: Release.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.53, Started loading file: seeing the moon.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.57, Started loading file: sorting_instructions.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.6, Started loading file: sort-nicejob.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.62, Started loading file: startbasketball.mp3
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.64, Started loading file: startsim.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.72, Started loading file: starttinyearthmoons.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 47)",83.74, Started loading file: Test55.mp3
MEDIACATALOGUE,DEBUG,"(9, 47, 52)",83.82, Started loading file: tinyearthmoon.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.17, Started loading file: mixkit-game-bonus-reached-2065.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.19, Started loading file: moonlab_1_1_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.2, Started loading file: moonlab_1_10_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.22, Started loading file: moonlab_1_11_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.24, Started loading file: moonlab_1_2_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.26, Started loading file: moonlab_1_3_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.27, Started loading file: moonlab_1_4_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.29, Started loading file: moonlab_1_5_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.32, Started loading file: moonlab_1_6_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.36, Started loading file: moonlab_1_7_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.4, Started loading file: moonlab_1_7_notused.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.42, Started loading file: moonlab_1_8_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.43, Started loading file: moonlab_1_9_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.47, Started loading file: moonlab_2_0_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.5, Started loading file: moonlab_2_1_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.52, Started loading file: moonlab_2_10_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.54, Started loading file: moonlab_2_11_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.55, Started loading file: moonlab_2_2_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.59, Started loading file: moonlab_2_20_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.61, Started loading file: moonlab_2_3_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.62, Started loading file: moonlab_2_4_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.64, Started loading file: moonlab_2_5_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.66, Started loading file: moonlab_2_6_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.67, Started loading file: moonlab_2_7_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.69, Started loading file: moonlab_2_8_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.71, Started loading file: moonlab_2_9_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.72, Started loading file: moonlab_3_0_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.76, Started loading file: moonlab_3_1_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.77, Started loading file: moonlab_4_0_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.79, Started loading file: moonlab_5_0_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.82, Started loading file: moonlab_6_0_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.84, Started loading file: moonlab_7_0_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.86, Started loading file: moonlab_7_1_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.87, Started loading file: moonlab_7_2_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.89, Started loading file: moonlab_7_3_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.91, Started loading file: moonlab_7_4_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.92, Started loading file: moonlab_7_5_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.94, Started loading file: moonlab_7_6_0.wav
MEDIACATALOGUE,DEBUG,"(9, 47, 53)",84.96, Started loading file: 2k_earth_daymap.jpg
MEDIACATALOGUE,DEBUG,"(9, 47, 54)",85.2, Started loading file: 2k_moon.jpg
MEDIACATALOGUE,DEBUG,"(9, 47, 54)",85.47, Started loading file: 2k_sun.jpg
MEDIACATALOGUE,DEBUG,"(9, 47, 54)",85.74, Started loading file: balldimpled.png
LOGINMANAGER,TRACE,"(9, 47, 54)",85.79, InitializeLabManager()
LABMANAGER,TRACE,"(9, 47, 54)",85.79, Initialize()
LABMANAGER,STATE START,"(9, 47, 54)",85.79, Module 0
LIGHTINGCONTROL,TRACE,"(9, 47, 54)",85.79, saveLights()
LIGHTINGCONTROL,TRACE,"(9, 47, 54)",85.79, sunlight()
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Creating object: Sun, type: Prefabs/SunPrefab"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Position: (-39.0, 0.0, 0.0), Scale: (5.0, 5.0, 5.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 54)",85.79, Adding components: 
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Mesh bounding box: Center: (-39.0, -0.2, 3.1), Extents: (2.7, 2.5, 2.7)"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Creating object: Earth, type: Prefabs/moveableSphere"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Position: (0.0, 0.0, 1.5), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Adding components: {""name"": ""simpleRotation"", ""timeRate"": 1.0, ""rotationTime"": 2.0} "
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Mesh bounding box: Center: (0.0, -0.2, 1.5), Extents: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Creating object: Moon, type: Prefabs/moveableSphere"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Position: (2.4, 0.0, 1.5), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Adding components: {""name"": ""simpleOrbit"", ""moonPosition"": {""x"": 2.4, ""y"": 0.0, ""z"": 1.5}, ""orbitalPeriod"": 56.0, ""timeRate"": 1.0, ""orbitalScale"": 1.0, ""synchronousRotation"": true} "
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Mesh bounding box: Center: (2.4, -0.2, 1.3), Extents: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 54)",85.79," Creating object: earthLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 2.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: earthSizeLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, -2.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: moonLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 4.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, -90.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: moonSizeLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, -4.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, -90.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: moonDistanceLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (45.0, 0.0, 0.0), Scale: (0.1, 0.1, 0.1), EulerAngles: (0.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: taskLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.6, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: sectionLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.8, 2.5), Scale: (0.6, 0.6, 0.6), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbNextModule, type: Prefabs/demoButtonPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Adding components: {""name"": ""demoButtonActions"", ""callBackObjects"": [""demoModule""]} "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbNextModuleLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbPreviousModule, type: Prefabs/demoButtonPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (-1.2, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Adding components: {""name"": ""demoButtonActions"", ""callBackObjects"": [""demoModule""]} "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbPreviousModuleLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbNextClip, type: Prefabs/demoButtonPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Adding components: {""name"": ""demoButtonActions"", ""callBackObjects"": [""demoModule""]} "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbNextClipLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbPreviousClip, type: Prefabs/demoButtonPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (-1.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (90.0, 180.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Adding components: {""name"": ""demoButtonActions"", ""callBackObjects"": [""demoModule""]} "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbPreviousClipLabel, type: Prefabs/textPrefab"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.1), Scale: (0.6, 0.6, 0.6), EulerAngles: (90.0, 180.0, 0.0)"
DEMOSEQUENCE,START STATE,"(9, 47, 55)",85.79, clip1
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: taskLabel, type: "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: MainInstructions, type: "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbPreviousClip, type: "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbNextClip, type: "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Creating object: brbNextModule, type: "
BRIDGE,DEBUG,"(9, 47, 55)",85.79," Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
DEMOSEQUENCE,START STATE,"(9, 48, 58)",148.47, clip2
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Creating object: taskLabel, type: "
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Mesh bounding box: Center: (0.1, 0.4, 2.5), Extents: (0.2, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Creating object: earthSizeLabel, type: "
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Position: (0.0, 0.0, 0.0), Scale: (10.0, 10.0, 10.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Mesh bounding box: Center: (-0.1, -0.1, 1.9), Extents: (0.1, 0.0, 0.1)"
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Creating object: brbPreviousClip, type: "
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Creating object: brbNextClip, type: "
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Position: (0.0, 0.0, 0.0), Scale: (1.0, 1.0, 1.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Creating object: brbNextModule, type: "
BRIDGE,DEBUG,"(9, 48, 58)",148.47," Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
DEMOSEQUENCE,START STATE,"(9, 49, 31)",180.89, clip3
BRIDGE,DEBUG,"(9, 49, 31)",180.89," Creating object: taskLabel, type: "
BRIDGE,DEBUG,"(9, 49, 31)",180.89," Position: (0.0, 0.0, 0.0), Scale: (0.0, 0.0, 0.0), EulerAngles: (0.0, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 49, 31)",180.89," Mesh bounding box: Center: (0.1, 0.4, 2.5), Extents: (0.2, 0.0, 0.0)"
BRIDGE,DEBUG,"(9, 49, 31)",180.89," Creating object: moonSizeLabel, type: "
BRIDGE,DEBUG,"(9, 49, 31)",180.89," Position: (0.0, 0.0, 0.0), Scale: (20.0, 20.0, 20.0), EulerAngles: (0.0, 0.0, 0.0)"
